KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_aqqii,"<b><color=#ffae00>[ Coms Chief Mason ]</color></b>\nAh, that's too bad.@w1 I was looking forward to a competent worker for once.@w4\n\nWell, you know where to find me if you change your mind.@p8\n<b><color=#ffae00>[ Coms Chief Mason ]</color></b>\nI suppose you'll want your pay,@w2 I've got it right here with a couple of bonuses on top for the initial maintenance job, a bonus for dealing with those pirates and another bonus for fixing the damn thing afterwards without incurring any repair costs.@w3\nThat last one netted <i>me</i> a big bonus too since it saved the company tens of thousands in Optronics.@p9\n<b><color=#ffae00>[ Coms Chief Mason ]</color></b>\nWe've had trouble with corruption from some of the managers so i've got cash.@w3\nThat's fine with you, right?@w2\nI can authorize a transfer, but I don't want PolSec sniffing up my ass looking for a dodgy payout.",,,,,,,,,,,,,,,,
dialogue_OKiNm,"<b><color=#0088ff>Yeah, cash is fine.</color></b>",,,,,,,,,,,,,,,,
dialogue_SKeW4,<b><color=#0088ff>I'd prefer a bank transfer.</color></b>,,,,,,,,,,,,,,,,
dialogue_4C8KG,"<b><color=#ffae00>[ Coms Chief Mason ]</color></b>\nAlright, there's your pay, {PlayerName}.@w2\nMake sure you count it and confirm it's all there for the security recordings.@w1\n<b><color=#a6ff00>< Payment Recieved: 40000 Credits ></color></b>@p9\n<b><color=#ffae00>[ Coms Chief Mason ]</color></b>\nWell...@w2 job's done.@w1 You know where to find me if you're looking for a permanent job.@w2\nNow go,@w1 get!@p7\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nThanks chief, you helped me out too.@w2\nMy friend will get to live another day thanks to you.@p7\n<b><color=#ffae00>[ Coms Chief Mason ]</color></b>\nI guess you've got people depending on you too.@w3\nYou're alright, kid.",,,,,,,,,,,,,,,,
dialogue_d0i7u,<color=#0088ff>You too...</color>,,,,,,,,,,,,,,,,
dialogue_u8OOC,<b><color=#a6ff00>Mission: Hunting Party</color></b>,,,,,,,,,,,,,,,,
dialogue_0mScu,"<b><color=#a6ff00>[ Huntmaster ]</color></b>\nGreetings, Traveller.@w2\nI am afraid I am not equipped to extend you the formalities of custom that I would normally perform.@w3\nWe hunters are severely short-handed and our hunts are not providing enough this season.@w3",,,,,,,,,,,,,,,,
dialogue_8aSma,<color=#0088ff>That's why i'm here. I came to offer my aid as an ally of the tribe.</color>,,,,,,,,,,,,,,,,
dialogue_gCuui,"<b><color=#a6ff00>[ Huntmaster ]</color></b>\nTruly?@w2 This is great news!@w3\nWe need all the help we can get and your help, even from an outsider would be much appreciated.@p6\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nWhat do you need me to do?@w3\nI'm pretty good with a crossbow.@p6\n<b><color=#a6ff00>[ Huntmaster ]</color></b>\nHa! I like your spirit, Traveller.@w2 But I think your weapons are best suited for you,@w2 Just as ours are best left to us.@w4\nWhat I need for you is to <color=#ff0000>hunt a number of the more dangerous Predators</color>;@w2 the larger, the better!@w3 And <color=#ff0000>bring back their meat to me</color> before it spoils.@w3\nThe predators hunt our prey and attack my hunters and they need to be culled.@w3 They are also a useful source of meat themselves.@p7\n\nDo that for the Tal'ohn and we shall be immeasurably grateful, Traveller.",,,,,,,,,,,,,,,,
dialogue_WsSu0,"<color=#0088ff>Okay, I think I can handle that.</color>",,,,,,,,,,,,,,,,
dialogue_qbiC0,<b><color=#a6ff00>Mission: Hunting Party</color></b>,,,,,,,,,,,,,,,,
dialogue_qqCCO,<b><color=#a6ff00>[ Huntmaster ]</color></b>\nTraveller! You have returned!@w3\nWas your hunt successful?,,,,,,,,,,,,,,,,
dialogue_OqCeS,<color=#0088ff>Why yes it was. Look at this haul! (Give 20 Meat)</color>,,,,,,,,,,,,,,,,
dialogue_WSiCK,"<color=#0088ff>I have taken care of the predators, but did not bring the meat. Sorry. (Not enough Meat)</color>",,,,,,,,,,,,,,,,
dialogue_OeG08,"<b><color=#a6ff00>[ Huntmaster ]</color></b>\nThat is great work, Traveller!@w3\nThe tribe will be very grateful for this food@w2 and the removal of the Predators will allow the hunters to range out further in search of prey.@w3\nPraise be to Empyrion!",,,,,,,,,,,,,,,,
dialogue_euCm8,"<color=#0088ff>I'm just glad I could help, Huntmaster.</color>",,,,,,,,,,,,,,,,
dialogue_wKUaS,"<b><color=#a6ff00>[ Huntmaster ]</color></b>\nI see...@w3\nI assume the meat spoiled before you could bring it back.@w2 You have ranged far for us, Traveller and the dangerous predators that have driven the prey from our territory have been dealt with,@w2 allowing the hunters to go out further each day in search of food.@w5\nYou have done us a great service, Traveller.@w2 You have my thanks...",,,,,,,,,,,,,,,,
dialogue_eCYCS,"<color=#0088ff>I'm glad I could help, as much as I could at least. I only wish i'd been able to bring you the meat I hunted.</color>",,,,,,,,,,,,,,,,
dialogue_CuG04,"<b><color=#a6ff00>[ Huntmaster ]</color></b>\nYou have done more than enough, Traveller.@w2\n<i>May Empyrion light your path...</i>",,,,,,,,,,,,,,,,
dialogue_airiu,"<color=#0088ff>And you too, Huntmaster.</color>",,,,,,,,,,,,,,,,
dialogue_4GKKA,<b><color=#a6ff00>Mission: Repairing the Damage</color></b>,,,,,,,,,,,,,,,,
dialogue_4mOme,"<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nWelcome to the village, Traveller.@w3\nMy name is Yan'terel of the <color=#a6ff00>Artificer's Guild</color>@w2 and you...@w4 you are a Terran.@w3 \nNo,@w2 I have no quarrel with Terrans.@w2 But I would like to ask your help.",,,,,,,,,,,,,,,,
dialogue_iqsCa,"<color=#0088ff>I'm listening, Guildsman.</color>",,,,,,,,,,,,,,,,
dialogue_uaq0W,"<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nAs you may have noticed, our village has lost many of it's outer buildings and support structures due to fires or intentional...@w3 'Demolition'@w2 by our <color=#ff0000>Zirax</color> overseers.@w5\nWe're used to <color=#ff0000>zirax patrols</color> using outlying sheds and houses as target practise, so we know to avoid keeping anything valuable in those buildings.@p8\n<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nHowever, the recent fires destroyed our lumberyard so we are currently lacking building materials to repair or replace any damaged structures.@w4\nYou're probably wondering why bother repairing those buildings if we know the patrols are just going to destroy them again.@w3\nIt's because if we don't, they'll turn their attentions on the village proper.@w2 Which would be a far worse disaster.",,,,,,,,,,,,,,,,
dialogue_i4KSu,<color=#0088ff>So what do you need me to do?</color>,,,,,,,,,,,,,,,,
dialogue_K0ieS,"<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nWithout our source of lumber and many of our youths going into the Hunters or Farmers to provide food for the village, there's not enough people able to bring in fresh building supplies.@w5\nI am a builder, not a...@w2 lumberjack.@w2\nYou don't appear to be either, but <i>you </i>are not restricted to primitive axes like we are.@p7\n<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nSo yes, I want you to leave Tal'ohn territory where the Zirax patrols won't see evidence of power tools and bring back enough wood to start the repairs on the more vital buildings.@w3\nIf need be, I can pay you@w2 both in coin and in gratitude, Traveller.@w3\nSo what is your decision?",,,,,,,,,,,,,,,,
dialogue_u8i48,"<color=#0088ff>I'll do it, Guildsman.</color>",,,,,,,,,,,,,,,,
dialogue_GqumS,<b><color=#a6ff00>Mission: Repairing the Damage</color></b>,,,,,,,,,,,,,,,,
dialogue_iiOge,"<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nWelcome back, Traveller.@w3\nDid you bring me the wood you promised?@w2 I'm looking forward to getting started on repairs to some of the village buildings as many of our people have been left homeless.",,,,,,,,,,,,,,,,
dialogue_OiUqW,<color=#0088ff>I've brought you a great amount of logs. (Give 40 logs)</color>,,,,,,,,,,,,,,,,
dialogue_m84i0,"<color=#ff0000>I cut down the trees for you, that's as much as i'm willing to do. Hand over the money, Alien.</color>",,,,,,,,,,,,,,,,
dialogue_qOQii,<color=#ffae00>I brought you only 20 logs. It's all I could manage to carry.</color>,,,,,,,,,,,,,,,,
dialogue_mS8qi,"<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nAh yes!@w1  This is perfect!@w3\nThank you, Traveller.@w3\nWith this I can finally repair some of the damage done recently.@w2 You have proven yourself trustworthy and honorable and a credit to your people.@p9\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nI'm just glad I could help out.@w2\nMy people owe a debt to the Tal'ohn, which I intend to make good on.@p6\n<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nBy all means,@w2 continue to make good on it!@w4\nYou'll hear no complaints from me!@w3\n\nMay the spirits guide you to Empyrion, Traveller.@w2 Farewell...",,,,,,,,,,,,,,,,
dialogue_S4e4K,"<color=#0088ff>And to you too, Guildsman...</color>",,,,,,,,,,,,,,,,
dialogue_KumqG,"<b><color=#ff0000>[ Tal'ohn Guildsman ]</color></b>\nRude bastard!@w2\nIf I didn't have a quarrel with your people before, I most certainly do now!@w2\nYou could've at least brought the wood back with you, you lazy turd!@w2 I certainly hope the rest of your kind aren't so utterly useless!@p7\n<b><color=#ff0000>[ Tal'ohn Guildsman ]</color></b>\nHere!@w2\nTake your money and begone! @w2 I would gladly pay to have you out of my sight!",,,,,,,,,,,,,,,,
dialogue_8u0mm,"<color=#0088ff>Yeah, well... Maybe next time I won't try and </color><color=#0088ff>cheat the system</color><color=#0088ff>.</color>",,,,,,,,,,,,,,,,
dialogue_CGa8W,"<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nYes!@w1  This should be enough.@w3\nThank you, Traveller.@w3\nWith this I can get started on repairing some of the damage done.@w2 You have done well to bring me this much, though I had hoped twice this amount.@p6\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nYeah, I couldn't carry any more with me, sorry.@w2\nMy people owe a debt to the Tal'ohn, which I intend to make good on.@p6\n<b><color=#a6ff00>[ Tal'ohn Guildsman ]</color></b>\nYou've made a decent start,@w2 continue to make good on that debt.@w3\n\nMay the spirits guide you to Empyrion, Traveller.@w2 Farewell...",,,,,,,,,,,,,,,,
dialogue_LqWGa,"<color=#0088ff>And you too, Guildsman...</color>",,,,,,,,,,,,,,,,
dialogue_4uma4,<b><color=#0088ff>[ {PlayerName} ]</color></b>\nWell...@w2 Time to go.@w4\nMy work is done here!,,,,,,,,,,,,,,,,
dialogue_8UCm0,<color=#ffffff><b>Leave</b></color>,,,,,,,,,,,,,,,,
dialogue_SOLee,"<color=#0088ff>Not as much as I'd hoped, but this should be more than enough. (Give 10 Meat)</color>",,,,,,,,,,,,,,,,
dialogue_ca4Of,"<b><color=#ffae00>[ Transport Pilot ]</color></b>\nNothing, really.@w2 They won't do anything though.@w2\nI'm breaking no laws, no regulations and i'm not even asking for an exorbitant payoff.@p8\n<b><color=#ffae00>[ Transport Pilot ]</color></b>\nI saw you get paid by the boss-man, so I know you're flush with cash now.@w3 \nYou want something from me, you have to pay for it.@w2 That's how things work around here...@w2 as long as you don't overcharge your merchandise.@w3\nIf you try to take too much of the pie,@w1 there's always someone higher up who'll want his slice.@w2 If you get my meaning?@p9\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nYeah, I get your meaning.@w3\nSo...@w2 How much are you asking for the information?@p8\n<b><color=#ffae00>[ Transport Pilot ]</color></b>\nI was going to sell it to you for 80, but since you brought up Station Security...@w2 make it <color=#ffffff>100 credits</color>.@w4\nConsider it a mark-up in exchange for the general tips on Polaran...@w1 'culture'.@w3\nSo what'll it be?@w2 Wire transfer or find someone else?",,,,,,,,,,,,,,,,
dialogue_m4mmm,"<b><color=#ffae00>[ Transport Pilot ]</color></b>\nYou son of a...@w2\nYou don't know nothin' about Markos!@w2 you've got nothing on me!@p7\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nNot yet, anyway...@w3\nI'm sure I could ask around and find out about him.@w2 It sounds like he's an unsavory character,@w2 i'm sure the Station Security would be interested in him.@w4\nUnless of course,@w1 you tell me what I want to know...@p9\n<b><color=#ffae00>[ Transport Pilot ]</color></b>\nWhat the hell do you want from me?@w1 I'm just a cargo pilot.@w1 I've got no pull here!@p8\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nI want to know about a fare you took on for Polaris about 10 months ago.@w3\nYou and another ship picked up foreign military personnel from this station and took them to a place called 'Kenex 62' and I want to know everything about it.@p9\n<b><color=#ffae00>[ Transport Pilot ]</color></b>\nWhat's there to tell you about?@w2\nThere was around 40 or 50 alien soldier-types, a few wounded and we took 'em to <color=#ffffff>Kenex Station</color> in orbit.@w3\nI stuck around for a couple of days before I got transferred out,@w2 during which time they were picked up by heavy transports and left the station.@p9\n<b><color=#ffae00>[ Transport Pilot ]</color></b>\nI don't know where they went and I didn't check.@w2\nThat's all I know.@w4\nI'll give you the location data of Kenex Station if you'll just forget you ever saw me.",,,,,,,,,,,,,,,,
dialogue_OTsmq,"<b><color=#ffae00>[ Transport Pilot ]</color></b>\nI swear, I haven't told anyone about it!@w1\nIt wasn't my fault! I had no choice but to drop the cargo!@w2\nPLEASE, it's all a misunderstanding!@p8\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nThat's not what i'm here about!@w2\nYou're gonna tell me what I want to know and you're gonna do it now.@p7\n<b><color=#ffae00>[ Transport Pilot ]</color></b>\nYes, Yes! Of course! Whatever you want to know!",,,,,,,,,,,,,,,,
dialogue_CxiWC,"<b><color=#ffae00>[ Medical Officer ]</color></b>\nYes, the patient is alive. She made a full recovery, but I can't tell you any more than that.@w2\nI'm already skirting the boundaries of my contract,@w3 so now that you know, please leave.",,,,,,,,,,,,,,,,
dialogue_OiC84,<color=#ffae00><b>Mission: Trial by Fire</b></color>,,,,,,,,,,,,,,,,
dialogue_7iqqi,"<b><color=#ff0000>[ Hunter Ki'eve ]</color></b>\nStop right there, You deceitful, violent savage!@w4\nI don't know how you tricked that fool of a chief, but I won't give you the chance to spout your lies at me!",,,,,,,,,,,,,,,,
dialogue_u8KKW,"<color=#6bd600>I haven't lied to anyone and i'm not here to lie to you, Ki'eve.</color>",,,,,,,,,,,,,,,,
dialogue_GGCO8,"<color=#84bce6>I'm here to bring you to that 'fool of a chief', peacefully if I can.</color>",,,,,,,,,,,,,,,,
dialogue_Q8CSO,"<color=#ff0000>Dead or Alive, you're coming with me.</color>",,,,,,,,,,,,,,,,
dialogue_Sui4D,"<b><color=#ff0000>[ Hunter Ki'eve ]</color></b>\nSave your lies, Terran!@w3\n<i>Your </i>people murdered my father, whose only crime was that he was too kind...@w3 would never raise his voice or his hand against anyone!@w2\nAnd YOUR people shot him in the back while he pulled them from the burning wrecks like the cowards you are!@p7\n<b><color=#ff0000>[ Hunter Ki'eve ]</color></b>\nI will NEVER forgive your kind, Terran!@w3\nYou taint this holy monument,@w2 this <i>entire </i>planet with your presence!@w3\nA presence I will now cleanse, and in doing so will help my father's spirit find Empyrion.",,,,,,,,,,,,,,,,
dialogue_qSe00,"<color=#4dc3ff>Don't try it, Ki'eve! You don't stand a chance against me with that crossbow.</color>",,,,,,,,,,,,,,,,
dialogue_QbSuT,<b><color=#ff0000>[ Hunter Ki'eve ]</color></b>\nYou think you can bring <i>me </i>in?@w2\nYou'll find I didn't come alone!,,,,,,,,,,,,,,,,
dialogue_aqCiu,<color=#ff0000>I guess we're gonna do this the hard way then.</color>,,,,,,,,,,,,,,,,
dialogue_GaKia,Security Officer,,,,,,,,,,,,,,,,
dialogue_4WOmx,"Unless you've got something to do with this miscreant we've got locked up, move along.@w3\nI caught him trying to bribe a dock worker, so he's obviously up to no good.@w5\nIf I catch you doing anything like that, you'll be in there next to him.",,,,,,,,,,,,,,,,
dialogue_CKGia,I'll get out of your way then.,,,,,,,,,,,,,,,,
dialogue_2qeOG,"Keep the safety set on your weapons while on the station, Terran!@w3\nIf I find out you've fired your weapon inside the station, i'll drag your ass to security myself.@w5\nIf you're caught trying to sneak into the Central Control Room, you'll wish i'd drag your ass to security, because you won't leave the room alive. Got it?",,,,,,,,,,,,,,,,
dialogue_G4CG0,"<color=#4dc3ff>Chill, dude. I got it.</color>",,,,,,,,,,,,,,,,
dialogue_W0C0i,Weapon Checkpoint,,,,,,,,,,,,,,,,
dialogue_Cd0W8,<b><color=#4dc3ff>Observations</color></b>,,,,,,,,,,,,,,,,
dialogue_maAux,"<b><color=#0088ff>[ {PlayerName} ]</color></b>\nAre you <i>sure</i> the Heidelberg was shot down?@w3\nCould it have been friendly fire, or perhaps an ammunition magazine exploded on re-entry?@w4\nThere must be record or logs or...@w3 <i>something</i>@w2 that explains this.@w4 @p8\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>I am sorry, Commander.@w3\nThe direction of the blast pattern and the melted steel indicates that it was struck from the exterior by a plasma composition not in my database.@p8</color>\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>Upon scanning,@w2 I have detected radioactive traces of the same plasma on several other wreckage sites in the area,@w3 as well as </color><color=#ffffff>structures near the polar regions</color><color=#00ffee> of this planet with strong EM signatures.@w7 @p8</color>\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00ffee>I have concluded that the structures near the poles are in all likelihood </color><color=#ff0000>Weapon Emplacements</color><color=#00ffee>, </color><color=#ff0000>Communications Stations</color><color=#00ffee> or </color><color=#ff0000>Military Facilities</color><color=#00ffee> of some sort,@w2 belonging to an unknown faction native to this region of space.@w7\nThere are many transmissions coming from their location, but nothing that I am able to decipher.</color>",,,,,,,,,,,,,,,,
